Genome ID	MC	previous MC used in Coral project	Ecosystem	name	contig number(NGS or nanopore	published	Collaborator	# contigs (NGS)	Completeness	Contamination	algae	Host	niche
GNM017743935	MC204		coral	Tropicibacter sp. R16_0	37.0	Others	-	37.0	98.74755830761418	5.371979045163402			
GNM900172225	MC186		bare flat	Ruegeria litorea CECT 7639	18.0	Others	-	18.0	97.7154061022776	3.784455767695991			intertidal
GNM018619345	MC163		bare flat	Ruegeria litorea 4E07	31.0	Others	-	31.0	96.75213520185586	4.912210694333599			intertidal
GNM018678055	MC163		bare flat	Ruegeria litorea 5C01	48.0	Others	-	48.0	97.03146481079442	5.19952114924182			intertidal
GNM003318155	MC163		bare flat	Phaeobacter gallaeciensis C3M10	54.0	Others	-	54.0	96.7376245728201	4.181042421265884			intertidal
GNM900537095	MC162		Sponge	Rhodobacteraceae bacterium Alg241-R94	27.0	Others	-	27.0	96.50772179403464	4.333599361532322		Marine Sponge	submerged
GNM900313015	MC162		coral	Rhodobacteraceae bacterium EL53	19.0	Others	-	19.0	96.649502731905	3.8587390263367913			
FF1	MC289		Trench	ET80-1B-2	132.0			132.0	91.60395237909204	3.2044236024682955			intertidal
GNM526588002532	MC178		brown algae	HKCCA5812	62.0		Chu Xiao	62.0	97.8816737266458	4.58985614013547			submerged
GNM4656	MC178		coral	HKCCD7006	64.0		Luo Danli	64.0	97.92311273456524	4.869185749074017			
GNM526588002524	MC174		brown algae	HKCCA5539	46.0		Chu Xiao	46.0	97.13679476947634	4.799353346839379			submerged
GNM526588002475	MC174		brown algae	HKCCA5769	39.0		Chu Xiao	39.0	97.13679476947634	4.799353346839379			submerged
GNM526588002474	MC174		brown algae	HKCCA5768	40.0		Chu Xiao	40.0	97.41612437841488	4.799353346839379			submerged
GNM4729	MC174		coral	HKCCD7633	49.0		Luo Danli	49.0	97.45756338633434	4.799353346839379			
GNM526588002499	MC203		brown algae	HKCCC1187	63.0		Chu Xiao	63.0	97.18334970429942	4.436224855219268			submerged
M4	MC8_52	MC8_52	coral	Y94	35.0		Xie Mei	35.0	98.58419280905314	3.570081377343948			
L4	MC8_52	MC8_52	coral	Y46	36.0		Xie Mei	36.0	98.58419280905314	3.570081377343948			
AE8	MC8_52	MC8_52	coral	Y397	56.0		Xie Mei	56.0	98.58419280905314	3.613310959679674			
N6	MC8_52	MC8_52	coral	Y702	41.0		Xie Mei	41.0	98.58419280905314	3.570081377343948			
AK12	MC8_52	MC8_52	coral	Y91	4.0		Xie Mei	110.0	98.58419280905314	4.004493334102272			
AD8	MC70	MC70	coral	Y270	260.0		Xie Mei	260.0	98.58419280905314	5.618336505208014			
L7	MC8_52	MC8_52	coral	Y53	5.0		Xie Mei	122.0	98.58419280905314	3.692437295789252			
L1	MC8_52	MC8_52	coral	Y23	4.0		Xie Mei	120.0	98.58419280905314	3.692437295789252			
AK9	MC8_52	MC8_52	coral	Y61	146.0		Xie Mei	146.0	98.58419280905314	3.999699865621653			
AD7	MC8_52	MC8_52	coral	Y251	180.0		Xie Mei	180.0	98.4230411115886	4.041599306962436			
BF1	MC8_52	MC8_52	coral	Y82	135.0		Xie Mei	135.0	98.5143604068185	3.692437295789252			
CI4	MC8_52	MC8_52	coral	A49	4.0		Xie Mei	120.0	98.58419280905314	3.692437295789252			
L5	MC8_52	MC8_52	coral	Y49	7.0		Xie Mei	116.0	98.58419280905314	3.6691598283777056			
M5	MC94	MC94	coral	Y95	7.0		Xie Mei	64.0	98.28337630711933	3.7312330748084936			
M7	MC8_52	MC8_52	coral	Y101	7.0		Xie Mei	267.0	98.0288589436634	4.520876392384773			
L2	MC8_52	MC8_52	coral	Y42	7.0		Xie Mei	212.0	98.58419280905314	4.241546783446225			
BJ9	MC8_52	MC8_52	coral	Y535	3.0		Xie Mei	56.0	98.56270591605788	3.5450133355161286			
AG8	MC8_52	MC8_52	coral	Y93	9.0		Xie Mei	4304.0	66.82681524120892	8.697280373258026			
AE2	MC65	MC65	coral	Y351	44.0		Xie Mei	44.0	98.58419280905314	3.358793596223764			
BJ8	MC65	MC65	coral	Y410	4.0		Xie Mei	45.0	98.53763787423006	3.3122386614006727			
AM3	MC115	MC115	coral	A2S-13	22.0		Xie Mei	172.0	98.95663228763787	5.494352016698386			
AL9	MC147	MC147	coral	A2S-5	6.0		Xie Mei	166.0	99.04974215728406	6.368408128184664			
AC12	MC59	MC59	coral	M11-51	4.0		Xie Mei	187.0	99.02825526428876	7.750714524457541			
AC2	MC59	MC59	coral	M10-26	5.0		Xie Mei	251.0	99.04974215728406	8.585122202440639			
AJ7	MC59	MC59	coral	M10-22	5.0		Xie Mei	401.0	99.04974215728406	9.105200355200354			
AD3	MC59	MC59	coral	M11-56	4.0		Xie Mei	249.0	99.04974215728406	8.30579259350209			
AC5	MC59	MC59	coral	M10-42	4.0		Xie Mei	291.0	99.04974215728406	8.445457397971364			
GNM3532	MC59	MC59	coral	HKCCD6337	4.0		Luo Danli	77.0	99.04974215728406	7.502182795478885			
BA3	MC59	MC59	coral	M4-33	5.0		Xie Mei	82.0	99.04974215728406	7.502182795478885			
AJ10	MC66	MC66	coral	M11-22	147.0		Xie Mei	147.0	99.08465835840138	8.340171622294527			
AJ4	MC66	MC66	coral	M8-107	5.0		Xie Mei	114.0	99.08465835840138	8.200506817825254			
AJ8	MC66	MC66	coral	M11-20	71.0		Xie Mei	219.0	99.08465835840138	9.024068730772642			
GNM6454	MC134	MC134	coral	HKCCD8929	146.0	LuoLab	Luo Danli	146.0	98.95663228763787	6.7676891699238055			
GNM4293	MC53	MC53	coral	HKCCD6435	67.0		Luo Danli	67.0	98.77041254834552	6.90651837299882			
AD4	MC53	MC53	coral	M11-63	5.0		Xie Mei	80.0	98.74892565535023	6.978141349649729			
AL10	MC85	MC85	coral	A2S-7	5.0		Xie Mei	156.0	98.45616673828964	5.643327808132278			
AJ11	MC97	MC97	coral	B138	5.0		Xie Mei	233.0	99.01482595616676	9.067231651030534			
GNM526588003404	MC156		bare flat	SZCCBHC068	32.0		Huang Yanyan	32.0	95.83745165449076	3.4224458037307204			intertidal
GNM526588003407	MC156		bare flat	SZCCBHC127	30.0		Huang Yanyan	30.0	95.83745165449076	3.4224458037307204			intertidal
GNM526588003390	MC156		bare flat	SZCCBHB168	40.0		Huang Yanyan	40.0	95.6977868500215	3.4224458037307204			intertidal
GNM526588003403	MC156		bare flat	SZCCBHC067	41.0		Huang Yanyan	41.0	95.83745165449076	3.4457232711422656			intertidal
GNM526588003397	MC156		bare flat	SZCCBHC011	41.0		Huang Yanyan	41.0	95.83745165449076	3.352613401496084			intertidal
GNM526588003414	MC156		bare flat	SZCCBHC220	37.0		Huang Yanyan	37.0	95.83745165449076	3.4457232711422656			intertidal
GNM526588003374	MC156		bare flat	SZCCBHA179	31.0		Huang Yanyan	31.0	95.97711645896004	2.846162217670597			intertidal
GNM526588003387	MC156		bare flat	SZCCBHB066	33.0		Huang Yanyan	33.0	95.92125053717233	2.846162217670597			intertidal
GNM526588003413	MC156		bare flat	SZCCBHC219	29.0		Huang Yanyan	29.0	95.97711645896004	3.02074322325719			intertidal
GNM526588003415	MC156		bare flat	SZCCBHC221	43.0		Huang Yanyan	43.0	95.83745165449076	3.1314774610864			intertidal
GNM526588003416	MC156		bare flat	SZCCBHC222	33.0		Huang Yanyan	33.0	95.83745165449076	3.247864798144128			intertidal
GNM526588003406	MC156		bare flat	SZCCBHC108	23.0		Huang Yanyan	23.0	95.88400658931386	2.753052348024416			intertidal
GNM526588003408	MC156		bare flat	SZCCBHC141	27.0		Huang Yanyan	27.0	95.88400658931386	2.753052348024416			intertidal
GNM526588003412	MC156		bare flat	SZCCBHC216	24.0		Huang Yanyan	24.0	95.88400658931386	2.753052348024416			intertidal
GNM526588001496	MC156		bare flat	HKCCSP291	36.0		Ren Minglei	36.0	95.55812204555222	3.967914456741272			intertidal
GNM526588003420	MC156		bare flat	SZCCBHC275	50.0		Huang Yanyan	50.0	95.25339883580106	3.1254918266091454			intertidal
GNM526588003380	MC156		bare flat	SZCCBHB049	35.0		Huang Yanyan	35.0	95.6258383143858	3.1254918266091454			intertidal
GNM526588003396	MC156		bare flat	SZCCBHC009	51.0		Huang Yanyan	51.0	94.99946282767512	4.48334409228264			intertidal
GNM526588001483	MC168		bare flat	HKCCSP252	19.0		Ren Minglei	19.0	96.05858759490044	1.9561769701434504			intertidal
GNM526588001585	MC168		bare flat	HKCCSP327	22.0		Ren Minglei	22.0	95.61631571408108	2.0055968240325783			intertidal
GNM001507595	MC79	MC79	coral	Ruegeria marisrubri ZGT118	39.0	Others	-	39.0	95.806116602206	4.259437024800153			
GNM526588003443	MC160		bare flat	SZCCYKD178	88.0		Huang Yanyan	88.0	96.3509767699712	3.582028616944818			intertidal
GNM526588003475	MC160		bare flat	SZCCYKF033	74.0		Huang Yanyan	74.0	96.07164716103264	3.737211733021789			intertidal
GNM526588003452	MC160		bare flat	SZCCYKE075	72.0		Huang Yanyan	72.0	96.37092888489538	3.1630342035369976			intertidal
GNM526588001291	MC160		mangrove	HKCCE4477	85.0		Zhou Zhichao	85.0	96.08207667565208	4.5224383003712605			intertidal
GNM526588001295	MC160		mangrove	HKCCE4539	87.0		Zhou Zhichao	87.0	95.9424118711828	3.405119864617072			intertidal
GNM526588002953	MC160		bare flat	SZCCDBCR014	68.0		Lin Xingqin	68.0	95.9424118711828	4.780281016314536			intertidal
GNM526588002968	MC160		bare flat	SZCCDBSA072	62.0		Lin Xingqin	62.0	96.08207667565208	3.770038930653456			intertidal
GNM005938215	MC175		bare flat	Ruegeria sediminis CAU 1488	18.0	Others	-	18.0	97.26901590030084	3.290257228804715			intertidal
GNM526588001627	MC175		bare flat	HKCCSP355	67.0		Ren Minglei	67.0	96.4888882067653	3.886160394540283			intertidal
GNM526588001563	MC175		bare flat	HKCCSP324	37.0		Ren Minglei	37.0	97.15175885566948	2.3697996603024536			intertidal
GNM526588000922	MC175		mangrove	HKCCE3233	29.0		Zhou Zhichao	29.0	97.47099269445636	4.400924959584177			intertidal
GNM526588000933	MC175		mangrove	HKCCE3628	24.0		Zhou Zhichao	24.0	97.63214439192092	4.236192113287085			intertidal
GNM526588001455	MC198		brown algae	HKCCC1322	42.0		Chu Xiao	42.0	97.26973213006733	3.259459348844824			submerged
GNM526588002943	MC167		bare flat	SZCCDBB009	15.0	LuoLab	Lin Xingqin	15.0	94.88486606503363	4.998756674734328			intertidal
GNM526588002949	MC167		bare flat	SZCCDBB020	21.0	LuoLab	Lin Xingqin	21.0	95.30386047844148	4.658905650525763			intertidal
GNM526588002934	MC199		bare flat	SZCCDBA067	28.0	LuoLab	Lin Xingqin	28.0	95.3736928806761	4.461285920783128			intertidal
GNM526588003392	MC185		bare flat	SZCCBHB196	19.0		Huang Yanyan	19.0	97.99861528911808	2.833986311639942			intertidal
GNM526588003503	MC87		bare flat	SZCCYKF57	46.0		Huang Yanyan	46.0	96.44732130067324	2.5512871672089545			intertidal
GNM526588003483	MC87		bare flat	SZCCYKF057	122.0		Huang Yanyan	122.0	95.3441910355318	2.6537080238197555			intertidal
GNM526588002951	MC87		bare flat	SZCCDBB026	38.0		Lin Xingqin	38.0	96.85079740247338	2.157360795628952			intertidal
GNM526588000947	MC87		mangrove	HKCCE4576	39.0		Zhou Zhichao	39.0	96.85079740247338	2.7611099328976425			intertidal
GNM526588000949	MC87		mangrove	HKCCE4600	41.0		Zhou Zhichao	41.0	96.85079740247338	2.7611099328976425			intertidal
GNM526588000944	MC87		mangrove	HKCCE4474	46.0		Zhou Zhichao	46.0	96.85079740247338	2.1928141690711525			intertidal
GNM526588000954	MC87		mangrove	HKCCE4807	40.0		Zhou Zhichao	40.0	96.2328864493669	2.534358100000558			intertidal
GNM526588003453	MC87		bare flat	SZCCYKE079	48.0		Huang Yanyan	48.0	96.88691274585128	3.526401438412612			intertidal
GNM526588003382	MC87		bare flat	SZCCBHB058	45.0		Huang Yanyan	45.0	96.83104682406358	2.676985491231301			intertidal
CI1	MC87	MC87	coral	Y4	39.0		Xie Mei	39.0	97.27120257148192	2.3406179481598475			
AF8	MC88	MC88	coral	Y480	96.0		Xie Mei	96.0	97.34660745833928	7.325623631489552			
GNM4297	MC68	MC68	coral	HKCCD7021	68.0	LuoLab	Luo Danli	68.0	95.753874461975	2.79462623038042			
GNM4657	MC68	MC68	coral	HKCCD7021-2	77.0	LuoLab	Luo Danli	77.0	95.78879066309231	2.79462623038042			
GNM013033445	MC68		brown algae	HKCCA6041	76.0	LuoLab	Chu Xiao	76.0	95.78879066309231	2.79462623038042			submerged
GNM013033395	MC68		brown algae	HKCCA6064	78.0	LuoLab	Chu Xiao	78.0	95.66076459232885	2.79462623038042			submerged
GNM013034955	MC68		brown algae	HKCCA5019	59.0	LuoLab	Chu Xiao	59.0	95.72283783875962	3.107618638344896			submerged
GNM013034775	MC192		brown algae	HKCCC1208	44.0	LuoLab	Chu Xiao	44.0	95.66076459232882	3.069300345836658			submerged
GNM013035865	MC184		brown algae	HKCCA4852	43.0	LuoLab	Chu Xiao	43.0	95.9400942012674	2.715482841181165			submerged
GNM4299	MC124	MC124	coral	HKCCD7214	29.0	LuoLab	Luo Danli	29.0	96.03320407091356	2.892391593508912			
GNM4298	MC38	MC38	coral	HKCCD7099	43.0	LuoLab	Luo Danli	43.0	95.753874461975	2.3104549082202714			
GNM013034845	MC38		brown algae	HKCCA5738	43.0	LuoLab	Chu Xiao	43.0	96.01171717791829	2.4035647778664537			submerged
GNM013033345	MC38		brown algae	HKCCA6553	36.0	LuoLab	Chu Xiao	36.0	96.03320407091356	2.4966746475126365			submerged
GNM4303	MC38	MC38	coral	HKCCD7235	48.0	LuoLab	Luo Danli	48.0	96.08906999270128	2.16147911678638			
GNM013034675	MC165		brown algae	HKCCC1285	26.0	LuoLab	Chu Xiao	26.0	95.9400942012674	2.350802518400284			submerged
GNM013034855	MC165		brown algae	HKCCA5755	33.0	LuoLab	Chu Xiao	33.0	95.9400942012674	2.729449321628093			submerged
GNM013034815	MC165		brown algae	HKCCC1157	23.0	LuoLab	Chu Xiao	23.0	96.03320407091356	2.682894386805001			submerged
GNM013033385	MC38		brown algae	HKCCA6043	25.0	LuoLab	Chu Xiao	25.0	96.06367639188868	2.4547752061718544			submerged
GNM4661	MC38	MC38	coral	HKCCD7041	36.0	LuoLab	Luo Danli	36.0	95.67652164719205	2.319765895184889			
GNM013034905	MC38		brown algae	HKCCA5649	29.0	LuoLab	Chu Xiao	29.0	96.0308763241724	2.7620377760042563			submerged
GNM013034945	MC38		brown algae	HKCCA4796	27.0	LuoLab	Chu Xiao	27.0	96.08906999270128	2.566507049747273			submerged
GNM013034915	MC38		brown algae	HKCCA5663	23.0	LuoLab	Chu Xiao	23.0	96.067583099706	2.7558304513611778			submerged
GNM013034725	MC38		brown algae	HKCCC1266	24.0	LuoLab	Chu Xiao	24.0	96.08906999270128	2.194067571162543			submerged
GNM3555	MC38	MC74	coral	HKCCD6567	31.0	LuoLab	Luo Danli	31.0	95.98820096725125	2.752726789039638			
GNM013034755	MC38		brown algae	HKCCC1212	30.0	LuoLab	Chu Xiao	30.0	96.02311716836856	2.90635807395584			submerged
GNM013035005	MC38		brown algae	HKCCA4756	28.0	LuoLab	Chu Xiao	28.0	95.80974038376272	3.348629954775206			submerged
GNM4742	MC129	MC129	coral	HKCCD7731	18.0	LuoLab	Luo Danli	18.0	95.61820705675454	2.347698856078744			
GNM013034805	MC177		brown algae	HKCCC1182	25.0	LuoLab	Chu Xiao	25.0	95.8676084933068	2.3787354792941384			submerged
GNM013033735	MC177		brown algae	HKCCA4909	25.0	LuoLab	Chu Xiao	25.0	95.93744089554144	2.3787354792941384			submerged
GNM013034665	MC172		brown algae	HKCCC1588	23.0	LuoLab	Chu Xiao	23.0	95.9240115874194	2.1242351689279064			submerged
GNM013034975	MC172		brown algae	HKCCA5416	19.0	LuoLab	Chu Xiao	19.0	95.95892778853673	2.217345038574089			submerged
GNM013033725	MC197		brown algae	HKCCC1165	37.0	LuoLab	Chu Xiao	37.0	95.95892778853673	2.217345038574089			submerged
AA10	MC154	MC154	coral	M3-161	5.0		Xie Mei	100.0	97.9557011889414	3.814179303006119			
CF5	MC154	MC154	coral	CF5	33.0		Luo Danli	33.0	97.9557011889414	3.963155094440011			
BJ6	MC72	MC72	coral	M3-126	32.0		Xie Mei	32.0	97.7772406054529	2.2080340516094705			
GNM6429	MC117	MC117	coral	HKCCD9169	32.0	LuoLab	Luo Danli	32.0	98.33589982333	2.8564777866453843			
C11	MC142	MC142	coral	M5-8	34.0		Xie Mei	34.0	97.72292651482596	3.5115722266560256			
FF10	MC300		Halophila ovalis	ZJDCS006	25.0		Huang Yanyan	25.0	98.86531299240796	2.693757204930389			intertidal
GNM6421	MC119	MC119	coral	HKCCD8500	8.0	LuoLab	Luo Danli	8.0	98.79548059017333	1.615234548195442			
GNM013035225	MC11s3		brown algae	HKCCA5369	8.0	LuoLab	Chu Xiao	8.0	98.86531299240796	1.615234548195442			submerged
GNM526588001505	MC11s3		bare flat	HKCCSP310	10.0		Ren Minglei	10.0	98.86531299240796	1.5686796133723508			intertidal
GNM013035185	MC11s3		brown algae	HKCCA5546	12.0	LuoLab	Chu Xiao	12.0	98.86531299240796	1.5686796133723508			submerged
GNM526588000091	MC213		brown algae	HKCCA0504	15.0		Chu Xiao	15.0	99.17955880246382	1.6385120156069877			submerged
CI8	MC11s2	MC11	coral	M5-11	10.0		Xie Mei	10.0	99.1446426013465	1.673965389049188			
GNM013035235	MC11s3		brown algae	HKCCA5275	15.0	LuoLab	Chu Xiao	15.0	98.95842286205414	1.7083444178416245			submerged
GNM526588001519	MC215		bare flat	HKCCSP317	23.0		Ren Minglei	23.0	99.18188654920498	2.289616032632792			intertidal
GNM526588001693	MC212		bare flat	HKCCSP372	18.0		Ren Minglei	18.0	99.23775247099267	2.007626141704354			intertidal
FH3	MC11s3		Zostera japonica	HOTBL030	178.0		Huang Yanyan	178.0	99.18188654920498	3.415580384854128			intertidal
FH2	MC11s3		Zostera japonica	HOTAL019	337.0		Huang Yanyan	337.0	99.18188654920498	4.627536492061632			intertidal
FG3	MC11s3		Halophila ovalis	HODAL019	108.0		Huang Yanyan	108.0	99.23775247099267	3.566551387780438			intertidal
BF8	MC11s3	MC11	coral	Y812	12.0		Xie Mei	12.0	99.23775247099267	1.7083444178416245			
BF9	MC11s3	MC11	coral	Y830	26.0		Xie Mei	26.0	99.23775247099267	1.7083444178416245			
A2	MC11s3	MC11	coral	M2-8	14.0		Xie Mei	14.0	99.23775247099267	1.5686796133723508			
GNM013032855	MC11s3		brown algae	HKCCA0515	9.0	LuoLab	Chu Xiao	9.0	99.23775247099267	1.7083444178416245			submerged
GNM526588001500	MC11s3		bare flat	HKCCSP299	13.0		Ren Minglei	13.0	99.23775247099267	2.007626141704354			intertidal
FJ11	MC11s3		Zostera japonica	ZJDCL021	16.0		Huang Yanyan	16.0	99.23775247099267	1.7083444178416245			intertidal
FK1	MC11s3		Zostera japonica	ZJTAS004	66.0		Huang Yanyan	66.0	99.23775247099267	1.848009222310898			intertidal
GNM6329	MC11s3	MC11	coral	HKCCD9083	10.0	LuoLab	Luo Danli	10.0	99.16792006875804	1.5686796133723508			
GNM526588003370	MC11s3		bare flat	SZCCBHA162	22.0		Huang Yanyan	22.0	99.23775247099267	2.1971712334840827			intertidal
GNM526588003400	MC11s3		bare flat	SZCCBHC029	19.0		Huang Yanyan	19.0	98.95842286205414	1.9178416245455352			intertidal
GNM013032925	MC11s3		brown algae	HKCCA0240	13.0	LuoLab	Chu Xiao	13.0	99.23775247099267	1.987674026780172			submerged
FK9	MC11s3		Zostera japonica	ZJDCL025	39.0		Huang Yanyan	39.0	99.23775247099267	2.308442643638174			intertidal
GNM526588000989	MC11s3		mangrove	HKCCE2848	9.0		Zhou Zhichao	9.0	99.23775247099267	1.987674026780172			intertidal
GNM013035085	MC11s3		brown algae	HKCCA5923	19.0	LuoLab	Chu Xiao	19.0	99.0980876665234	1.848009222310898			submerged
FG7	MC11s3		Halophila ovalis	ZJDAS017	15.0		Huang Yanyan	15.0	99.23775247099267	1.848009222310898			intertidal
FG12	MC11s3		Halophila ovalis	AC03	161.0		Huang Yanyan	161.0	98.39976364417704	3.1776897838350355			intertidal
GNM526588001841	MC11s3		bare flat	HKCCSP433	8.0		Ren Minglei	8.0	99.23775247099267	1.7083444178416245			intertidal
GNM526588000993	MC11s3		mangrove	HKCCE2895	10.0		Zhou Zhichao	10.0	99.21235887018013	1.8573202092755163			intertidal
GNM526588000904	MC11s3		mangrove	HKCCE2330	31.0		Zhou Zhichao	31.0	99.23775247099267	2.69065354260885			intertidal
GNM013032945	MC11s3		brown algae	HKCCA0154	11.0	LuoLab	Chu Xiao	11.0	99.23775247099267	1.6385120156069877			submerged
CH4	MC11s3	MC11	coral	M3-104	15.0		Xie Mei	15.0	99.23775247099267	1.6385120156069877			
BI10	MC11s3	MC11	coral	M2-21	14.0		Xie Mei	14.0	99.23775247099267	1.6385120156069877			
BC8	MC11s3	MC11	coral	15	2.0		Xie Mei	14.0	99.23775247099267	1.6385120156069877			
BB4	MC11s3	MC11	coral	125	14.0		Xie Mei	14.0	99.23775247099267	1.6385120156069877			
CG3	MC11s4	MC11	coral	CG3	10.0		Luo Danli	10.0	99.27266867211002	1.7083444178416245			
GNM013032875	MC11s3		brown algae	HKCCA0510	8.0	LuoLab	Chu Xiao	8.0	99.1446426013465	1.7316218852531702			submerged
GNM013033475	MC211		brown algae	HKCCA0037	16.0	LuoLab	Chu Xiao	16.0	99.1446426013465	2.187195176021992			submerged
GNM526588000970	MC11s3		mangrove	HKCCE2367	17.0		Zhou Zhichao	17.0	99.23775247099267	2.077458543938991			intertidal
GNM526588001682	MC11s3		bare flat	HKCCSP370	27.0		Ren Minglei	27.0	99.23775247099267	2.605081138600692			intertidal
FO12	MC11s3		mussel	TS-4	54.0		Xie Mei	54.0	99.1446426013465	2.4242928083710207			subtidal
CI5	MC11s1	MC11	coral	A51	14.0		Xie Mei	14.0	99.19119753616958	1.4522922763146229			
GNM013033425	MC11s3		brown algae	HKCCA6437	11.0	LuoLab	Chu Xiao	11.0	99.23775247099267	1.5686796133723508			submerged
GNM526588000023	MC217		coral	1A06610	18.0		Shao Zongze	18.0	99.23775247099267	1.5686796133723508			
GNM019801065	MC216		offshore	DP3N14-3  	13.0	Others	-	13.0	99.23775247099267	1.712334840826461			submerged
GNM013033465	MC214		brown algae	HKCCA0501	15.0	LuoLab	Chu Xiao	15.0	98.98170032946568	1.7083444178416245			submerged
GNM013035025	MC208		brown algae	HKCCA6764	14.0	LuoLab	Chu Xiao	14.0	98.98170032946568	1.7393810410570183			submerged
